Control Room;Unknown;CRLOAD.COM;0;Borland/Inprise
Crosswords For Kids;Unknown;CROSSKID.EXE;0;The Home School
CrossTies;Unknown;CROSSTIE.EXE;0;CrossTies S/W Corp
Cruise Control;Unknown;CRUISE.COM;0;Revolution Software
Cristal Reports;Unknown;CRW32.EXE;0;Seagate Software
Crystal Reports;Unknown;crw32.exe;0;Seagate Software
Seagate Crystal Reports;7.0.100.15;crw32.exe;2336256;Seagate Software
Crystal Reports;4.5 Professional;CRW32.EXE;3586560;Seagate Software
Cristal Reports;5.0 Professional;crw32.exe;5495296;Seagate Software
Crystal Reports;5.0 Professional;crw32.exe;5495296;Seagate Software
Cristal Reports;6.0 Professional;crw32.exe;5940224;Seagate Software
Crystal Reports;6.0 Professional;crw32.exe;5940224;Seagate Software
Cristal Reports;7.0;crw32.exe;8139776;Seagate Software
Crystal Reports;7.0;crw32.exe;8139776;Seagate Software
CryptoLock;Unknown;CRYPTO.COM;0;Commcrypt
Tetris;Unknown;CTETRIS.EXE;0;Spectrum Holobyte
Civil Tools;Unknown;ctmain.exe;0;Civil Entineering
CentaMeter;Unknown;CTMMGR.EXE;0;Tally Systems
Creative PlayCenter;0;CTPlay.exe;0;Creative Technology Ltd
Creative PlayCenter;Unknown;CTPlay.exe;0;Creative Technology Ltd
Creative Recorder;0;CTRec.exe;0;Caere Corporation
Creative Recorder;Unknown;CTRec.exe;0;Creative Technology Ltd
Cummings Power Suite;Unknown;cumminsps.exe;0;Cummings Power Generators
CU-SeeMe;Unknown;CUSEEM.EXE;0;CU-SeeMe
CU-SeeMe 32;Unknown;CUSEEM32.EXE;0;CU-SeeMe
Client Access;Unknown;cwbsvd.exe;0;IBM Corporation
IBM Client Access Express;6.0.0.4;cwbunnav.exe;284944;IBM Corporation
Easy Presentation Graphics;Unknown;CYK2ASC.EXE;0;Brown Bag Software
Dimension 4;Unknown;D4.exe;0;Thinking Man Software
Dimension 4;4.2.1005;D4.exe;114688;Thinking Man Software
Emu/470;Unknown;D470.EXE;0;Rhintek
Daceasy Rapid Tax;Unknown;D9FMENU.EXE;0;DacEasy
Direct Access;Unknown;DA_CNFG.EXE;0;Fifth Generation Systems
Daily Features;Unknown;DAILY.EXE;0;Power Up Software
Download Accelerator Plus;Unknown;dap.exe;0;SpeedBit Ltd.
Download Accelerator Plus;5.0.0.6;DAP.exe;1175552;SpeedBit Ltd.
Dashboard for Windows;Unknown;DASH.EXE;0;Hewlett Packard
DataLink;Unknown;DATALINK.EXE;0;Great American Software
DataSave;Unknown;DATASAVE.EXE;0;Great American Software
Direct Access For Windows;Unknown;DAWIN.EXE;0;Fifth Generation Systems
IBM(R) DB2(R);7.1.0;db2.exe;3584;IBM Corporation
IBM(R) DB2(R);7.1.0;db2.exe;3584;International Business Machines Corporation
dBase;Unknown;DBASE.EXE;0;Borland/Inprise
dBase IV;Unknown;DBASE1.EXE;0;Borland/Inprise
Visual dBASE;Unknown;DBASEWIN.EXE;0;Borland/Inprise
Dbfast Windows;Unknown;DBFAST.EXE;0;Computer Associates
Win32 Cabinet Self-Extractor;4.71.1015.0;DBSetup.exe;92384;Microsoft Corp.
Win32 Cabinet Self-Extractor;4.71.1015.0;DBSetup.exe;92384;Microsoft Corporation
SQLbase;Unknown;DBWINDOW.EXE;0;Gupta Technologies
Dcnap;Unknown;DCNAP.COM;0;Bv Engineering Software
Laplink;Unknown;DDINSTAL.EXE;0;Traveling Software
Daceasy Accounting;Unknown;DEA4.EXE;0;DacEasy
Accounting for Windows;Unknown;DEAWIN.EXE;0;DacEasy
Debt Rater Plus;Unknown;DEBTRATE.EXE;0;The Alcar Group
MPEG Decoder;Unknown;Decoder.exe;0;sXi software
MPEG Decoder;1.0.0.0;Decoder.exe;119296;sXi software
Dataease Developer;Unknown;DEDEV.EXE;0;Dataease International
Wordstar Professional;Unknown;DELCRT.EXE;0;Wordstar International
Delphi;1.0;DELPHI.EXE;0;Borland/Inprise
Delphi 1.0;Unknown;DELPHI.EXE;0;Borland/Inprise
Delphi;2.0;delphi32.exe;1267712;Borland/Inprise
Delphi;3.0;delphi32.exe;2045888;Borland/Inprise
Daceasy Payroll;Unknown;DEP4.EXE;0;DacEasy
Delphi;Unknown;dephi32.exe;0;Borland/Inprise
Describe (tm)-word Publisher;Unknown;DESCRIBE.EXE;0;Describe
20/20 Design Software;Unknown;design.exe;0;20/20
Designer;Unknown;DESIGNER.EXE;0;Micrografx
designer;Unknown;designer.exe;1286144;Trolltech
Expert Home Design/Wi;Unknown;DESIGNW.EXE;0;Expert Software
Deskscan;Unknown;DESKSCAN.EXE;0;Hewlett Packard
Descriptions Now!;Unknown;DESNOW.EXE;0;Knowledgepoint
Dev C++;4.9.8.0;devcpp.exe;2829824;Bloodshed Software
Daceasy Word;Unknown;DEW.EXE;0;DacEasy
DEP;Unknown;DFCIRC.exe;0;Mowen
FormFlow Manager;Unknown;DFDESIGN.EXE;0;Delrina Technology
Drafix 1+ Or Ultra;Unknown;DFX.EXE;0;Foresight Resources Corp.
3D-Modeler;Unknown;DFX3D.EXE;0;Foresight Resources Corp.
Drafix Cad Overlay;Unknown;DFXC.EXE;0;Foresight Resources Corp.
Drafix Qwkstart;Unknown;DFXS.EXE;0;Foresight Resources Corp.
The Dieter's Edge;Unknown;DIETEDGE.EXE;0;H. Sys Co.
Diggital;Unknown;diggital.exe;0;Labyrinten Data AB
Direct Connect;Unknown;direct connect.exe;0;NeoModus
DirectCD Application;5.2.0.91;Directcd.exe;679936;Roxio
Director;Unknown;director.exe;0;Macromedia
Director;8.0;director.exe;4775936;Macromedia
Discrete Mathematics;Unknown;DISCRETE.EXE;0;True Basic
Diskeeper;Lite;dklite.exe;248320;Executive Software
Diskeeper Workstation;Unknown;dkservice.exe;0;Executive Software
Diskeeper Workstation;5.02;dkservice.exe;131072;Executive Software
Desklink;Unknown;DL.EXE;0;Traveling Software
Direct Net;Unknown;DNREN.EXE;0;Delta Technology
On The Line;Unknown;DOCTERM.EXE;0;American Institute Of Architects
Dome Simplified Bookkeeping;Unknown;DOME.EXE;0;Great American Software
Doom;Unknown;DOOM.EXE;0;id Software
DOS Director;Unknown;DOSDIR.EXE;0;Power Up Software
DOSFax Pro;Unknown;DOSFAX.EXE;0;Delrina Technology
dot;Unknown;dot.exe;475136;AT&T Laboratories Cambridge
dotty;Unknown;dotty.exe;36864;AT&T Laboratories Cambridge
DOWN Application;Unknown;Down.exe;0;GoZilla
DOWN Application;3.5;Down.exe;278528;GoZilla
doxygen;Unknown;doxygen.exe;2387968;Unknown
Draw Partner;Unknown;DP.DFL;0;Software Publishing Corp.
DataPerfect;Unknown;DPEXP.COM;0;Novell Apps Group
Drain Analysis;Unknown;draind.exe;0;Archon
The Art Studio;Unknown;DRAWM1.EXE;0;Spectrum Holobyte
Dr DOS;Unknown;DRBDOS.SYS;0;Digital Research
Dreamweaver;Unknown;dreamweaver.exe;0;Macromedia
Dreamweaver;Unknown;Dreamweaver.exe;0;Macromedia, Inc.
Dreamweaver;3.0;dreamweaver.exe;5316608;Macromedia
Dreamweaver;4.0;dreamweaver.exe;6483968;Macromedia
Dreamweaver;4;Dreamweaver.exe;6483968;Macromedia, Inc.
Dr. Halo;Unknown;DRHALO.EXE;0;Media Cybernetics
DrawPerfect;Unknown;DRHELP.FIL;0;Novell Apps Group
DriveCrypt;3.02B;DriveCrypt.exe;503808;Aman
Designer 4.0;Unknown;DS40.EXE;0;Micrografx
Dsalvage;Unknown;DSALVAGE.EXE;0;Comtech Publishing
Iomega Backup;Unknown;dt.exe;0;Iomega Corporation
Disk Technician Advanced;Unknown;DTARPT.EXE;0;Prime Solutions
Desqview Calc;Unknown;DUCALC.EXE;0;Quarterdeck Office Systems
Lotus Freelance Plus;Unknown;DV3POST.EXE;0;Lotus Development
Desqview Datebook;Unknown;DVDATEBK.EXE;0;Quarterdeck Office Systems
Desqview Link;Unknown;DVLINK.EXE;0;Quarterdeck Office Systems
Desqview Notepad;Unknown;DVNOTEPD.COM;0;Quarterdeck Office Systems
DVREWEDVSMSTR001.EXE;3,0,357,0;DVREWEDVSMSTR001.EXE;28672;DATEV e.G.
Displaywrite 3;Unknown;DW3PG.COM;0;IBM Corporation
Displaywrite 4;Unknown;DW4PG.COM;0;IBM Corporation
Display Write 5 for OS/2;Unknown;DW52A.EXE;0;IBM Corporation
Display Write 5;Unknown;DW5PG.COM;0;IBM Corporation
Descriptions Write Now!;Unknown;DWN1.EXE;0;Knowledgepoint
DirectX-Diagnoseprogramm;Unknown;DXDIAG.EXE;0;Microsoft Corp.
Microsoft DirectX-Diagnoseprogramm;Unknown;DXDIAG.EXE;0;Microsoft Corp.
Microsoft DirectX-Diagnoseprogramm;Unknown;DXDIAG.EXE;0;Microsoft Corporation
Microsoft DirectX Diagnostic Tool;4.06.00.0318;DXDIAG.EXE;286480;Microsoft Corporation
DirectX-Diagnoseprogramm;4.07.00.0700;DXDIAG.EXE;412944;Microsoft Corp.
Microsoft DirectX-Diagnoseprogramm;4.07.00.0700;DXDIAG.EXE;412944;Microsoft Corp.
Microsoft DirectX-Diagnoseprogramm;4.07.00.0700;DXDIAG.EXE;412944;Microsoft Corporation
Extra! for Windows;Unknown;e4wtimer.exe;0;Attachmate Corp.
Trend Server Protect Information Server;Unknown;EarthAgent.exe;0;Trend
Trend Server Protect Information Server;Unknown;EarthAgent.exe;0;Trend Micro
EASYLABEL Application;3.00.00.45;easy.exe;652800;Tharo Systems, Inc.
Interactive Easyflow;Unknown;EASYFLOW.COM;0;Haven Tree
EasyPhp;1.6.0.0;easyphp.exe;122880;EasyPhp
ECad;Unknown;ecad.exe;0;EDSA
Echelon;Unknown;ECHELON.EXE;0;Access Software
Software Bridge;Unknown;EDITFLTR.EXE;0;Systems Compatibility Corp.
EditPad Lite;4.4.1.0;EditPad.exe;408576;JGsoft
Pop Basics Menu!;Unknown;EDMENU.EXE;0;Pop Computer Products
Electric Desk;Unknown;EDS.EXE;0;Alpha Software
Falcon A.T.;Unknown;EFALCON.EXE;0;Spectrum Holobyte
Electronic Filing;Unknown;EFMAIN.EXE;0;Best Programs
Eagle Point;Unknown;egpt.exe;0;Eagle Point Software
Eight In One;Unknown;EIGHT.EXE;0;Spinnaker Software Corp.
EIS;Unknown;eisbuild.exe;0;Aruba
Extra K;Unknown;EKAUTO.EXE;0;Lerman Associates
El-Fish;Unknown;ELFISH.EXE;0;Maxis
Da Vinci Email For Os/2;Unknown;EMAILOS2.EXE;0;Da Vinci Systems
Da Vinci Email For Dos;Unknown;EMAILPGM.EXE;0;Da Vinci Systems
Da Vinci Email For Windows;Unknown;EMAILWIN.EXE;0;Da Vinci Systems
Emergency Undelete;Lite;emergund.exe;106496;Executive Software
Emu/220;Unknown;EMU.EXE;0;Rhintek
Enable;Unknown;ENABLE.EXE;0;The Software Group
Envoy;Unknown;ENVOY.EXE;0;Novell Apps Group
Easel Development System;Unknown;EPARSE.EXE;0;Interactive Images
e/pop;Unknown;EPop.exe;0;WiredRed Software
e/pop;2.0.3.135;EPop.exe;3842048;WiredRed Software
Windows Express;Unknown;ERPEDIT.EXE;0;Hdc Computer
Layout/CUA;Unknown;ESLCUADS.EXE;0;Interactive Images
Ethereal;Unknown;ethereal.exe;0;The Ethereal developer community, http://www.ether
Ethereal;0.8.18;ethereal.exe;4205292;The Ethereal developer community, http://www.ether
Ethereal;0.9.2;ethereal.exe;6367144;The Ethereal developer community, http://www.ether
Ethereal;0.9.4;ethereal.exe;7672844;The Ethereal developer community, http://www.ether
Ethereal;0.9.5;ethereal.exe;8090132;The Ethereal developer community, http://www.ether
Ethereal;0.9.6;ethereal.exe;8263252;The Ethereal developer community, http://www.ether
Eudora;Unknown;EUDORA.EXE;0;Qualcomm
Eureka;Unknown;EUREKA.EXE;0;Borland/Inprise
Wincom VT220 (16 bits);Unknown;evt220.exe;0;Icom
Wincom VT220 (16 bits);3.2;evt220.exe;254464;Icom
Ev Wood IBM;Unknown;EVWOOD.EXE;0;Timeworks
EASEL Workbench;Unknown;EWB.EXE;0;Easel Corporation
DOS Manager;Unknown;EWD.EXE;0;Spinnaker Software Corp.
File Recovery;Unknown;EWFIR.EXE;0;Spinnaker Software Corp.
Hard Disk Tripack;Unknown;EWTP.EXE;0;Spinnaker Software Corp.
Typing Teacher;Unknown;EWTT.EXE;0;Spinnaker Software Corp.
Excel;Unknown;excel.exe;0;Microsoft Corp.
Excel;3.0;EXCEL.EXE;1254400;Microsoft Corp.
Excel;3.0a;EXCEL.EXE;1268352;Microsoft Corp.
Excel;4.0;EXCEL.EXE;2740736;Microsoft Corp.
Excel;5.0;excel.exe;4246784;Microsoft Corp.
Excel;95;excel.exe;4828160;Microsoft Corp.
Excel;97;excel.exe;5599504;Microsoft Corp.
Excel;97 SR2;excel.exe;5608208;Microsoft Corp.
Excel;97 SR1;excel.exe;5611520;Microsoft Corp.
Excel;9.0 or 2000;excel.exe;7151661;Microsoft Corp.
Excel;9.0 or 2000 SR1;excel.exe;7155757;Microsoft Corp.
Excel;10.0 or XP;excel.exe;9164192;Microsoft Corp.
Lan Support Center;Unknown;EXECER.EXE;0;McAfee
McAfee LAN Support Center;Unknown;EXECER.EXE;0;Network Associates
Windows beenden (Task-Leiste);Unknown;Exitwin+.exe;0;Stefan Schmitz
Windows beenden (Task-Leiste);2.13;Exitwin+.exe;61440;Stefan Schmitz
Expedition;Unknown;EXPDTION.COM;0;Primavera Systems
Internet Explorer Windows2000 Installer;Unknown;expinst.exe;0;Microsoft Corp.
Microsoft Internet Explorer Windows2000 Installer;Unknown;expinst.exe;0;Microsoft Corp.
Microsoft Internet Explorer Windows2000 Installer;Unknown;expinst.exe;0;Microsoft Corporation
Internet Explorer Windows2000 Installer;5.50.4807.2300;expinst.exe;29456;Microsoft Corp.
Microsoft Internet Explorer Windows2000 Installer;5.50.4807.2300;expinst.exe;29456;Microsoft Corp.
Microsoft Internet Explorer Windows2000 Installer;5.50.4807.2300;expinst.exe;29456;Microsoft Corporation
Rocky Mountain Traders Ltd.;5.0.0.87;exPressIT 5.exe;1170058;Shortcut Software Development
eX-Press-IT;0.8.0.0;eXPressIT.exe;2846208;Shortcut Software Development
Macromedia Extension Manager;Unknown;Extension Manager.exe;0;Macromedia
Macromedia Extension Manager;1.2.029;Extension Manager.exe;69632;Macromedia
Extra;Unknown;EXTRA.COM;0;Delta Technology
VPN Client;Unknown;extranet.exe;561152;Nortell Networks NA, Inc
Eye-relief;Unknown;EYE.COM;0;Skisoft Publishing Corp.
EZ Sound;Unknown;EZCD.EXE;0;Future Trends Software
EZPage;Unknown;EZPAGE.EXE;0;MCS
EasyPhoto;Unknown;Ezphoto.exe;0;Storm Technology, Inc.
EasyPhoto;2.7.1;Ezphoto.exe;736256;Storm Technology, Inc.
EasyPhoto Slide Show;Unknown;EZVIEWER.EXE;0;Storm Technology, Inc.
EasyPhoto Slide Show;2.5;EZVIEWER.EXE;331120;Storm Technology, Inc.
F1_2000;1.04;F1_2000.exe;252832;Electronic Arts
F15 Strike Eagle Ii;Unknown;F15.COM;0;Microprose Usa
F19 Stealth Fighter;Unknown;F19.COM;0;Microprose Usa
Fortran;Unknown;F3.EXE;0;Microsoft Corp.
Microsoft Fortran;Unknown;F3.EXE;0;Microsoft Corp.
Microfocus CICS Addon;Unknown;FAAANPCB.EXE;0;Microfocus
Falcon;Unknown;FALCON.EXE;0;Spectrum Holobyte
TTax Fixed Asset Mgr;Unknown;FAM.EXE;0;Chipsoft
PC Fas;Unknown;FAMAINT.EXE;0;Best Programs
Fas (fixed Asset System);Unknown;FAMENU.EXE;0;Best Programs
Fancy Word;Unknown;FANCWORD.EXE;0;Softcraft
Fastback;Unknown;FASTBACK.EXE;0;Fifth Generation Systems
Tool Box;Unknown;FASUT.EXE;0;Best Programs
Faxfacts;Unknown;FAXFACTS.EXE;0;Copia International
WinFax Pro;Unknown;faxmng.exe;0;Delrina Technology
Fastback Plus;Unknown;FBPSCHED.COM;0;Fifth Generation Systems
WP Informs Designer;Unknown;FDWINFIL.EXE;0;Novell Apps Group
Formfiller;Unknown;FF.DFO;0;Bloc Publishing
ffw32 MFC Application;3, 6, 0, 4;ffw32.exe;0;SmartDisk Corporation
NETGEAR Print Server Administration Application;Unknown;FGAdmin.exe;0;NETGEAR
NETGEAR Print Server Administration Application;1, 0, 0, 1;FGAdmin.exe;785408;NETGEAR
FreeHand;3.0;fh3.exe;0;Aldus Corp.
Finest Hour;Unknown;FHREP.EXE;0;Primavera Systems
Pfs: File;Unknown;FILSETUP.EXE;0;Software Publishing Corp.
D.E.S.;Unknown;FILTER3.EXE;0;Systems Compatibility Corp.
FilZip;Unknown;filzip.exe;0;Freeware
FilZip;Unknown;filzip.exe;0;Unknown
FilZip;16;filzip.exe;1556480;Freeware
FilZip;20;filzip.exe;1673728;Freeware
FilZip;2.0;filzip.exe;1673728;Unknown
FilZip;21;filzip.exe;1725440;Freeware
FilZip;2.1;filzip.exe;1725440;Unknown
Financial Insight;Unknown;FIN.EXE;0;Type Iii
Navision Financials;2.5;FIN.EXE;3320320;Navision
S+S Virus Toolkit;Unknown;FINDVIRU.EXE;0;S+S International
Fireworks;Unknown;fireworks.exe;0;Macromedia
First Choice;Unknown;FIRST1.OVL;0;Software Publishing Corp.
Flash;Unknown;flash.exe;0;Macromedia
Flash;4.0;flash.exe;4152320;Macromedia
Flash;5.0;flash.exe;8558080;Macromedia
FlasKMPEG program file;Unknown;FlasKMPEG.exe;0;FlasK CO
FlasKMPEG program file;0, 5, 9, 4;FlasKMPEG.exe;1220699;FlasK CO
Flow Charting;Unknown;FLOW.EXE;0;Patton & Patton Software
FlowCharter;7.0;flow70.exe;0;Micrografx
FlowCharter 7;Unknown;FLOW70.EXE;2739712;Micrografx
FlowCharter;7.0;flow70.exe;2740736;Micrografx
Flowlink;Unknown;flowlin.exe;0;Flowmaster
FlowPro;2;flowpro2.exe;0;Flowmaster
Lotus Freelance Graphics for Windows;Unknown;FLW.COM;0;Lotus Development
Lotus Freelance For Windows;Unknown;FLW.EXE;0;Lotus Development
FileMaker Pro for Windows;Unknown;FMPRO.EXE;0;Claris Corporation
File And Find;Unknown;FNF.EXE;0;Power Up Software
Focus;98;foc098ns.exe;0;Norstedts Rabén
Focus 98;98;foc098ns.exe;1001696;Norstedts Rabén
Focus;99;Foc099ns.exe;0;Norstedts Rabén
Focus 99;99;Foc099ns.exe;503536;Norstedts Rabén
Focus;97;focus97.exe;0;Norstedts Rabén
Focus 97;97;focus97.exe;164898;Norstedts Rabén
Fontfx;Unknown;FONTFX.EXE;0;Softcraft
Multiple Load Footing;Unknown;footing.exe;0;Eagle Point Software
Sound Forge XP;Unknown;forgxp32.exe;0;Sonicfoundry
Forms File;Unknown;FORM.EXE;0;Power Up Software
Xerox Formbase;Unknown;FORMBASE.EXE;0;Xerox Desktop Software
Formgen Plus;Unknown;FORM-PRT.EXE;0;Formgen Corporation
Form Set;Unknown;FORMSET.EXE;0;Softview
Formtool;Unknown;FORMTOOL.EXE;0;Bloc Publishing
Formula;Unknown;FORMULA.EXE;0;Dynamic Microprocessor Association
Foxpro;Unknown;FOXPRO.EXE;0;Microsoft Corp.
Microsoft Foxpro;Unknown;FOXPRO.EXE;0;Microsoft Corp.
Foxpro For Windows;Unknown;FOXPROW.EXE;0;Microsoft Corp.
Microsoft Foxpro For Windows;Unknown;FOXPROW.EXE;0;Microsoft Corp.
First Publisher;Unknown;FP.OVL;0;Software Publishing Corp.
Microsoft FrontPage Server Administrator;3.0.2.1706;FP98SADM.EXE;14608;Microsoft Corporation
Microsoft FrontPage Server Administrator;3.0.2.1706;FP98SWIN.EXE;109328;Microsoft Corporation
Frontpage;Unknown;FPEDITOR.EXE;0;Microsoft Corp.
Microsoft Frontpage;Unknown;FPEDITOR.EXE;0;Microsoft Corp.
Frontpage 98;3.0;FPEDITOR.EXE;1598224;Microsoft Corp.
Microsoft Frontpage 98;Unknown;FPEDITOR.EXE;1598224;Microsoft Corp.
FrontPage;98;fpexplor.exe;1509136;Microsoft Corp.
FrontPage 98;3.01;fpexplor.exe;1509136;Microsoft Corp.
F-Proteus;Unknown;F-PROT.EXE;0;Command Software
frhed - Free hex editor 1.0.154;1, 0, 154;frhed.exe;140800;(c) Raihan Kibria 1999
FrontPage;4.0 or 2000 SR1;frontpg.exe;1917002;Microsoft Corp.
Microsoft Frontpage;4.0.2.6625;FRONTPG.EXE;1917002;Microsoft Corp.
FrontPage;4.0 or 2000;frontpg.exe;1990730;Microsoft Corp.
FrontPage;XP;frontpg.exe;2660472;Microsoft Corp.
Flexql;2.0;frw386.exe;826117;Data Acces
Flight Simulator;4.0;FS4.EXE;0;Microsoft Corp.
Flight Simulator;5.0;FS50A.EXE;0;Microsoft Corp.
Family Tree Maker;Unknown;FTM.EXE;0;Banner Blue
Full Authority;Unknown;FULLA.EXE;0;Jurisoft
Fusion;Unknown;FUSION.EXE;0;McAfee
Framework;Unknown;FW.EXE;0;Borland/Inprise
Log Viewer;Unknown;FwLog.exe;0;Check Point Software Technologies
Policy Editor;Unknown;FwPolicy.exe;0;Check Point Software Technologies
System Status Viewer;Unknown;FWstatus.exe;0;Check Point Software Technologies
FXA602E;1.0.0.0;Fxa602e.exe;325632;Software602
PCx Effects;Unknown;FXSHOW.EXE;0;Genus Microprogramming
G2 player;6.0.0.527;g2cln.exe;25088;Real Networks
Grammatik;Unknown;G4.EXE;0;Reference Software
Gallery;Unknown;gallery.exe;0;Corel Corp.
Backgammon;Unknown;GAMMON.EXE;0;Spinnaker Software Corp.
Gato;Unknown;GATO.EXE;0;Spectrum Holobyte
Gator;Unknown;gator.exe;0;Gator.com
Graph-in-the Box Analytic;Unknown;GBA.EXE;0;New England Software
Gb-stat;Unknown;GBS.EXE;0;New England Software
Lotus Graphwriter;Unknown;GCIFE.EXE;0;Lotus Development
Silpheed;Unknown;GDEMO.EXE;0;Sierra On-line
GDP Database Convertor;Unknown;GDP2FILE.EXE;0;Microsoft Corp.
MS GDP Database Convertor;Unknown;GDP2FILE.EXE;0;Microsoft Corp.
MS GDP Database Convertor;Unknown;GDP2FILE.EXE;0;Microsoft Corporation
GDP Database Convertor;3.02.391;GDP2FILE.EXE;33280;Microsoft Corp.
MS GDP Database Convertor;3.02.391;GDP2FILE.EXE;33280;Microsoft Corp.
MS GDP Database Convertor;3.02.391;GDP2FILE.EXE;33280;Microsoft Corporation
Gem Desktop;Unknown;GEMSETUP.EXE;0;Digital Research
Geo Tool;Unknown;geotool.exe;0;Trimble Geomatics
GETIF Network and SNMP Utility;Unknown;getif.EXE;0;Unknown
Ghost;Unknown;ghost.exe;0;Symantec Corp.
Norton Ghost;Unknown;ghost.exe;0;Symantec Corp.
Norton Ghost;Unknown;Ghostexp.exe;0;Norton
Ghost Explorer -- Ghost image file viewer;1, 2, 0, 3;Ghostexp.exe;0;Symantec Corp.
Norton Ghost;Unknown;Ghostexp.exe;0;Symantec Corp.
Norton Ghost Explorer;1, 2, 0, 3;Ghostexp.exe;0;Symantec Corp.
Ghost walker;Unknown;GHSTWALK.EXE;0;Symantec Corp.
Norton Ghost walker;Unknown;GHSTWALK.EXE;0;Symantec Corp.
Graph-in-the-box Executive;Unknown;GIB2GIX.EXE;0;New England Software
GIMP;1.2.3.14;gimp.exe;2298398;Unknown
Guide Full Text Index;Unknown;GINDEXER.EXE;0;InfoAccess
Girotel Application;Unknown;Girotel.exe;0;Postbank N.V.
Girotel Application;1, 0, 0, 1;Girotel.exe;87536;Postbank N.V.
Glyphix;Unknown;GLYPHIX.EXE;0;SWFTE International
Grammatik For Windows;Unknown;GMKW.EXE;0;Novell Apps Group
Goldmine for Windows;Unknown;GMW.EXE;0;Goldmine
Goldmine for Win95;Unknown;GMW32.EXE;0;Goldmine
Relay Gold;Unknown;GOLDDIR.EXE;0;Relay Communications
Gold-Fax Client;Unknown;GOLDFAX.EXE;0;Data Processing Design
LINKS;Unknown;GOLF.EXE;0;Access Software
GPGshell for Windows;2.45;GPGkeys.exe;477696;Roger Sondermann
GPGshell for Windows;2.45;GPGtools.exe;249856;Roger Sondermann
GPGshell for Windows;2.45;GPGtray.exe;324096;Roger Sondermann
GPGshell for Windows;1.09;GPGview.exe;26112;Roger Sondermann
Labels!;Unknown;GRABBER.EXE;0;Pop Computer Products
Dataease Graftalk;Unknown;GRAFTALK.EXE;0;Dataease International
Windows Grep;2.2.1.2222;grep32.exe;755712;Huw Millington
Grid Designer;Unknown;GRID.EXE;0;Power Up Software
Gridiron!;Unknown;GRIDIRON.EXE;0;Bethesda Softworks
GhostView;Unknown;gsview32.exe;0;Unknown
GhostView;2.9;gsview32.exe;516096;Unknown
GhostView;4.1;gsview32.exe;647680;Unknown
GhostScript;Unknown;gswin32.exe;0;Unknown
GhostScript;6.01;gswin32.exe;135168;Unknown
GhostScript;7.03;gswin32.exe;143402;Unknown
gti;2.417;gti.exe;1874432;STEF-TFE
Guardian;2.2.0.22;Guardian.exe;888832;CommSoft Group Ltd.
Printer Server TCP/IP Setup Utility;Unknown;GUICFGUTIL.EXE;0;Lexmark International Inc.
Printer Server TCP/IP Setup Utility;1, 3, 0;GUICFGUTIL.EXE;969728;Lexmark International Inc.
Grandview;Unknown;GVLOAD.EXE;0;Symantec Corp.
Glyphix;Unknown;GX.EXE;0;SWFTE International
Graphics Expander;Unknown;GX0.EXE;0;Spinnaker Software Corp.
Guidance;Unknown;GYDANCE.EXE;0;Owl International
H2O Optimizer;Unknown;h2opt.exe;0;Pentair Pump Group
Hackman Multi module hex editing platform.;Unknown;Hackman.exe;0;TechnoLogismiki
Hachman;3.21;hackman.exe;1666048;Unknown
Hyperaccess;Unknown;HACODE.EXE;0;Hilgraeve
Lotus Hal;Unknown;HAL.EXE;0;Lotus Development
HyperACCESS/Win;Unknown;HAWIN.EXE;0;Hilgraeve
Homebase;Unknown;HBTEMPLT.EXE;0;Brown Bag Software
Diskvision;Unknown;HDM.COM;0;Bloc Publishing
32bit Hex-Editor for Win95/98/NT;Unknown;Hex.exe;0;GH-Software
32bit Hex-Editor for Win95/98/NT;1.0.1.39;Hex.exe;851968;GH-Software
HydroFlo;Unknown;hf.exe;0;HydroFlo
Harvard Graphics;Unknown;HG.EXE;0;Software Publishing Corp.
Harvard Graphics 3.0;Unknown;HG3.EXE;0;Software Publishing Corp.
Harvard Graphics For Windows;Unknown;HGW.EXE;0;Software Publishing Corp.
Harvard Graphics for Windows;2.0;HGW20.EXE;0;Software Publishing Corp.
Harvard Graphics for Windows 2.0;Unknown;HGW20.EXE;0;Software Publishing Corp.
Harvard Graphics for Windows;3.0;HGW3.EXE;0;Software Publishing Corp.
Harvard Graphics for Windows 3.0;Unknown;HGW3.EXE;0;Software Publishing Corp.
Hijaak for Windows 95;Unknown;HIJAAK.EXE;0;Inset Systems
HiJaak;Unknown;hijaak.exe;0;Quarterdeck Office Systems
HiJaak Pro/Win;Unknown;HJPRO.EXE;0;Inset Systems
HiJaak for Windows;Unknown;HJWIN.EXE;0;Inset Systems
Half-Life Launcher;Unknown;hl.exe;0;Sierra On-line
The Windows Help Magician;Unknown;HLPMAGIC.EXE;0;Software Interphase
Tolkien;Unknown;HOBBIT.EXE;0;Addison-wesley
Wayne Gretzky Hockey;Unknown;HOCKEY.EXE;0;Bethesda Softworks
Hometown USA;Unknown;HOMETOWN.EXE;0;Publishing International
HostScan;Unknown;HOSTSCAN.exe;0;Savant Software Inc
HostScan;1.5.0.16;HOSTSCAN.exe;351744;Savant Software Inc
HotBurn;2.1.6;HotBurn.exe;745472;Asimware Innovations Inc.
HotSync Manager;Unknown;hotsync.exe;0;Palm Computing
Hyperaccess/5;Unknown;HP5DOS.EXE;0;Hilgraeve
Hyperpad;Unknown;HPAD.OVL;0;Brightbill-roberts & Co.
