372;Monitrix;Unknown;MONITRIX.EXE;0;Cheyenne Software
706;Morph/Win;Unknown;MORPH.EXE;0;Gryphon Software Corp
1780;Move'em;Unknown;MOVE'EM.COM;0;Qualitas Inc.
137;MoviePlayer;Unknown;MoviePlayer.exe;0;Apple Computer, Inc.
136;MoviePlayer;3.0;MoviePlayer.exe;620032;Apple Computer, Inc.
1484;Mozilla;Unknown;mozilla.exe;0;Mozilla.org
1483;Mozilla;1.1b;mozilla.exe;111088;Mozilla.org
1485;Mozilla;1.2.1;mozilla.exe;112576;Mozilla.org
1482;Mozilla;1.4;mozilla.exe;142624;Mozilla.org
1308;Multiplan;Unknown;MP.EXE;0;Microsoft
1574;Mobile Phone API;3.00.100;MPAPI3d.exe;774144;Nokia Mobile Phones Ltd.
1115;Marketplace Business;Unknown;MPB.EXE;0;Marketplace
1442;Windows Media Player;Unknown;mplayer2.exe;0;Microsoft
1443;Windows Media Player;Unknown;mplayer2.exe;0;Microsoft
1439;Windows Media Player;6.01.05.0130;MPLAYER2.EXE;12288;Microsoft
1441;Windows Media Player;6.4.9.1125;mplayer2.exe;4639;Microsoft
1440;Windows Media Player;6.4.07.1028;mplayer2.exe;4880;Microsoft
1211;Access;Unknown;msaccess.exe;0;Microsoft
1196;Access;1.0;MSACCESS.EXE;1324672;Microsoft
1197;Access;1.1;MSACCESS.EXE;1336480;Microsoft
1202;Access;2.0;msaccess.exe;1909024;Microsoft
1203;Access;7.00;MSACCESS.EXE;2839552;Microsoft
1208;Access;97;msaccess.exe;2998544;Microsoft
1204;Access;8.0.3512;MSACCESS.EXE;3010560;Microsoft
1205;Access;8.0.4122;MSACCESS.EXE;3016976;Microsoft
1209;Access;97 SR1;msaccess.exe;3026944;Microsoft
1210;Access;97 SR2;msaccess.exe;3031040;Microsoft
1206;Access;9.0 or 2000;msaccess.exe;4677686;Microsoft
1207;Access;9.0 or 2000 SR1;msaccess.exe;4681782;Microsoft
1198;Access;10.0 or XP;msaccess.exe;5768608;Microsoft
1199;Access;10.0.4302;MSACCESS.EXE;5773896;Microsoft
1200;Access;10.0.6501;MSACCESS.EXE;5777936;Microsoft
1201;Access;11.0 or 2003;msaccess.exe;6627392;Microsoft
1229;Business Planner;Unknown;MSBP.EXE;0;Microsoft
1230;Business Planner 2000;Unknown;MSBP.EXE;3674112;Microsoft
1235;Developer Studio;Unknown;MSDEV.EXE;0;Microsoft
1426;Visual Developer Studio;Unknown;MSDEV.EXE;0;Microsoft
1234;Developer Network CD;Unknown;msdntool.exe;0;Microsoft
1282;Golf;Unknown;MSGOLF.EXE;0;Microsoft
1348;Outlook Express;Unknown;msimn.exe;0;Microsoft
1336;Outlook Express;4.72.3110.0;MSIMN.EXE;40960;Microsoft
1340;Outlook Express;5.00.2919.6600;msimn.exe;42432;Microsoft
1337;Outlook Express;5.0;MSIMN.EXE;42528;Microsoft
1338;Outlook Express;5.00.2014.211;msimn.exe;42528;Microsoft
1343;Outlook Express;5.50;msimn.exe;42768;Microsoft
1341;Outlook Express;5.01;msimn.exe;42944;Microsoft
1342;Outlook Express;5.5;msimn.exe;43280;Microsoft
1339;Outlook Express;5.00.2615.200;MSIMN.EXE;49152;Microsoft
1344;Outlook Express;5.50.4133.2400;MSIMN.EXE;53248;Microsoft
1346;Outlook Express;6.00.2800.1123;MSIMN.EXE;56832;Microsoft
1345;Outlook Express;6.00.2600.0000;msimn.exe;57344;Microsoft
1347;Outlook Express;6.00.2900.2149 (xpsp_sp2_rc2.040610-1520);msimn.exe;60416;Microsoft
1301;Mail;Unknown;MSMAIL.EXE;0;Microsoft
1303;Money;Unknown;MSMONEY.EXE;0;Microsoft
1306;MSN Messenger;Unknown;msnmsgr.exe;0;Microsoft
1305;MSN Messenger;6.0.0.268;msnmsgr.exe;4173824;Microsoft
1323;Office Toolbar;Unknown;MSOFFICE.EXE;0;Microsoft
1321;Office Toolbar;4.3;MSOFFICE.EXE;193600;Microsoft
1319;Office Toolbar;10.0 or XP SR2;MSOFFICE.EXE;226720;Microsoft
1322;Office Toolbar;9.0.2601;MSOFFICE.EXE;405560;Microsoft
1320;Office Toolbar;2000;MSOFFICE.EXE;409656;Microsoft
1381;Publisher;Unknown;mspub.exe;0;Microsoft
6;Microsoft® Publisher for Windows® 95 Version 5.0;5.0;MSPUB.EXE;2241808;3Com
1378;Publisher;5.0;MSPUB.EXE;2241808;Microsoft
1380;Publisher;9.0 or 2000 SR1;mspub.exe;2719784;Microsoft
1379;Publisher;9.0 or 2000;mspub.exe;2723880;Microsoft
1376;Publisher;10.0 or XP SR2;mspub.exe;3439176;Microsoft
1377;Publisher;11.0 or 2003;mspub.exe;5677112;Microsoft
986;Lotus Manuscript;Unknown;MSSPWORD.EXE;0;Lotus Development
1409;Terminal Server Client;5.00.2195.2721;MSTSC.EXE;258320;Microsoft
1425;Visual C++;Unknown;MSVC.EXE;0;Microsoft
2100;Word Exchange;Unknown;MSWCONV.EXE;0;Systems Compatibility Corp.
1474;Works;Unknown;msworks.exe;0;Microsoft
1473;Works;5.00.2002.0;msworks.exe;122936;Microsoft
1472;Works;4.00.05.465;MSWORKS.EXE;2711040;Microsoft
1471;Works;4.0;msworks.exe;2774528;Microsoft
1307;MSXSL;1.0.0.1;MSXSL.EXE;16384;Microsoft
1492;Multi-tracker Pro;Unknown;MT5.EXE;0;Multi-mind
1493;Multitracker Iv;Unknown;MTRACKER.EXE;0;Multi-mind
1298;Lisp;Unknown;MULISP.COM;0;Microsoft
816;dBpowerAMP Music Converter;Unknown;MusicConverter.exe;0;Illustrate
815;dBpowerAMP Music Converter;4.2.1.0;MusicConverter.exe;245845;Illustrate
1309;Mumath;Unknown;MUSIMP.COM;0;Microsoft
585;Masonary Wall;Unknown;mwall32.exe;0;Eagle Point Software
1538;AsaP;4.0.4250;MYAGTSVC.exe;69724;Network Associates
2251;CD Mastering Application;2.50;MyCD.exe;1544192;VERITAS Software Corporation
1504;My Labelmaker;Unknown;MYLABEL.EXE;0;My Software
1156;Managing Your Money;Unknown;MYM.EXE;0;Meca Ventures
2114;M.Y.O.B. For Windows;Unknown;MYOB.EXE;0;Teleware
1511;MySQL Commandline Client;Unknown;mysql.exe;0;MySQL AB
1510;MySQL Commandline Administrator tool;Unknown;mysqladmin.exe;0;MySQL AB
1514;Mysql control center;0.8.10-beta;mysqlcc.exe;1064960;Mysql AB & Jorde del Conde
1512;MySQL Server for Windows NT;Unknown;mysqld-nt.exe;0;MySQL AB
1507;Mysql;3.23.49;mysqld.exe;282671;Mysql
1513;MySQL Windows Manager;Unknown;MySqlManager.exe;0;MySQL AB
866;BIND DNS Server;Unknown;named.exe;0;Internet Software Consortium
1737;Name Tag Kit;Unknown;NAMETAG.EXE;0;Power Up Software
2039;Norton Administrator for Windows;Unknown;NANODEW.EXE;0;Symantec Corp.
1675;NASCAR Racing;Unknown;NASCAR.EXE;0;Papyrus Design Group
2041;Norton Antivirus;Unknown;NAV.EXE;0;Symantec Corp.
2043;Norton Antivirus 2000;Unknown;navapw32.exe;0;Symantec Corp.
2042;Norton Antivirus 2000;6.10.20;navapw32.exe;126976;Symantec Corp.
2040;Norton Anti-Virus Network Manager;Unknown;NAVNETW.EXE;0;Symantec Corp.
2048;Norton Antivirus Network Manager;Unknown;NAVNETW.EXE;0;Symantec Corp.
2045;Norton Antivirus for Windows;Unknown;NAVW.EXE;0;Symantec Corp.
2046;Norton Antivirus for Windows;Unknown;NAVW32.EXE;0;Symantec Corp.
2047;Norton Antivirus for Windows 95/98;Unknown;NAVW32.EXE;0;Symantec Corp.
2049;Norton Antivirus NT;4.0;navwnt.exe;0;Symantec Corp.
1760;Notebook Ii;Unknown;NBEDIT.EXE;0;Pro/tem Software
1759;Bibliography;Unknown;NBIB.EXE;0;Pro/tem Software
2050;Norton Backup for Windows;Unknown;NBWIN.EXE;0;Symantec Corp.
2082;The Norton Commander;Unknown;NC.EXE;0;Symantec Corp.
2051;Norton Commander;Unknown;NC.EXE;25088;Symantec Corp.
2052;Norton Desktop For Windows;Unknown;NDW.EXE;0;Symantec Corp.
180;neato;Unknown;neato.exe;409600;AT&T Laboratories Cambridge
12;Email and file encryption software- www.abisoft.ne;Unknown;Neptune.exe;0;ABI- Software Development
11;Email and file encryption software- www.abisoft.ne;3.5.9.1;Neptune.exe;1190400;ABI- Software Development
10;Email and file encryption software- www.abisoft.ne;3.5.8.0;Neptune.exe;924160;ABI- Software Development
83;Nero;Unknown;nero.exe;0;Ahead Software
79;Nero;5.5.31;nero.exe;3072000;Ahead Software
80;Nero;5531;nero.exe;3072000;Ahead Software
86;Nero - Burning Rom;5.5.4.8;nero.exe;3399680;Ahead Software
81;Nero;5564;nero.exe;3497984;Ahead Software
87;Nero - Burning Rom;5.5.6.9;nero.exe;3502080;Ahead Software
88;Nero - Burning Rom;5578;nero.exe;3616768;Ahead Software
85;Nero - Burning Rom;5.5.10.5;nero.exe;4984832;Ahead Software
84;Nero - Burning Rom;5.5.10.13;nero.exe;5013504;Ahead Software
82;Nero;6.0.0.11;nero.exe;9392128;Ahead Software
1518;Net-It(TM) Now! Starter Edition;1.62.523;Net-It Now! SE.exe;742912;Net-It Software Corporation
1508;iT-NetService MySQL administrations tool;Unknown;netadmin.exe;0;MySQL AB
2107;NetCensus;Unknown;NETCWIN.EXE;0;Tally Systems
1609;Visual NetInfo - Scanner for NT Networks;Unknown;NetInfo.exe;0;NT Tools
1608;Visual NetInfo - Scanner for NT Networks;0, 2, 0, 0;NetInfo.exe;978944;NT Tools
243;Network Partner;Unknown;NETMAIN.EXE;0;Best Programs
721;Netroom;Unknown;NETROOM.EXE;0;Helix Software
1532;Navigator;Unknown;netscape.exe;0;Netscape
1536;Netscape;Unknown;netscape.exe;0;Netscape
1529;Navigator;3.04;NETSCAPE.EXE;3171328;Netscape
1537;Netscape Navigator Gold;3.04;NETSCAPE.EXE;3171328;Netscape
1526;communicator;4.5;netscape.exe;5485168;Netscape
1530;Navigator;4.6;NETSCAPE.EXE;5522512;Netscape
1533;Netscape;4.6;NETSCAPE.EXE;5522512;Netscape
1527;Communicator;4.72;netscape.exe;5530208;Netscape
1531;Navigator;4.70.0.26;netscape.exe;5530208;Netscape
1534;Netscape;7.02;netscp.exe;481264;Netscape
1535;Netscape;7.1;netscp.exe;568096;Netscape
1601;NetSendGUI;Unknown;NetSendGUI.exe;0;NT Tools
694;NetTime;5.0.7.174;nettime.exe;3791032;Graham Mainwaring
868;Neuromanger;Unknown;NEURO.EXE;0;Interplay
662;NetWare Early Warning System;Unknown;NEWSPROG.EXE;0;Frye Computer Systems
1515;National Fire Codes;Unknown;nfofind.exe;0;National Fire Protection Association
633;Folio Views;Unknown;NFOLIO.EXE;0;Folio Corp.
526;NetOp 32 Guest Application - Copyright © 1995, 200;Div;Ngstw32.exe;0;Danware Data A/S
1521;NetOp Guest;Unknown;NGUESTW.EXE;0;NetOp
1522;NetOp Host;Unknown;NHOSTW.EXE;0;NetOp
946;Numbers Now!;Unknown;NN!PART2.EXE;0;Liaison Systems
2057;Norton Utilities;Unknown;NORTON.EXE;0;Symantec Corp.
758;Lotus Notes;Unknown;NOTES.EXE;0;IBM
990;Lotus Notes;Unknown;NOTES.EXE;0;Lotus Development
989;Lotus Notes;5.05;notes.exe;176128;Lotus Development
988;Lotus Notes;4.6a;NOTES.EXE;232448;Lotus Development
1900;Now!;Unknown;NOW!.EXE;0;Soft Horizons
1109;Shockwave Player (Netscape);Unknown;np32dsw.dll;0;Macromedia
1578;PC Composer;Unknown;Npcc.exe;0;Nokia Mobile Phones Ltd.
1577;PC Composer;3.01.025;Npcc.exe;1220608;Nokia Mobile Phones Ltd.
1576;Nokia PC Graphics Application;Unknown;NPCGraph.exe;0;Nokia Mobile Phones Ltd.
1575;Nokia PC Graphics Application;2.10.002;NPCGraph.exe;1536000;Nokia Mobile Phones Ltd.
1083;Flash Player (Netscape);Unknown;NPSWF32.dll;0;Macromedia
1073;Flash Player (Netscape);3.0.8.0;npswf32.dll;141312;Macromedia
1074;Flash Player (Netscape);4.0.7.0;NPSWF32.dll;245760;Macromedia
1075;Flash Player (Netscape);5.0.30.0;npswf32.dll;315392;Macromedia
1076;Flash Player (Netscape);5.0.41.0;npswf32.dll;319488;Macromedia
1056;Flash Player (IE);5.0.30.0;NPSWF32.dll;331776;Macromedia
1077;Flash Player (Netscape);6.0.29.0;NPSWF32.dll;679936;Macromedia
1078;Flash Player (Netscape);6.0.47.0;NPSWF32.dll;704512;Macromedia
1080;Flash Player (Netscape);6.0.79.0;npswf32.dll;729088;Macromedia
1079;Flash Player (Netscape);6.0.68.0;NPSWF32.dll;757760;Macromedia
1081;Flash Player (Netscape);7.0.0.264;NPSWF32.dll;811008;Macromedia
1082;Flash Player (Netscape);7.0.19.0;NPSWF32.dll;827392;Macromedia
1132;Net Remote;Unknown;NRLISTEN.EXE;0;McAfee
1541;McAfee Net Remote;Unknown;NRLISTEN.EXE;0;Network Associates
1969;Newsroom Pro;Unknown;NRPRO.EXE;0;Spinnaker Software Corp.
1968;Newsroom;Unknown;NRSRM0.EXE;0;Spinnaker Software Corp.
1523;Administration Server;Unknown;ns-admin.exe;0;Netscape
1528;LDAP Server;Unknown;ns-slapd.exe;0;Netscape
1525;Calendar;Unknown;nscal32.exe;0;Netscape
1524;Calendar;4.51;nscal32.exe;1720320;Netscape
1738;Name That Disk;Unknown;NTD.EXE;0;Power Up Software
1603;NT Replace Files;Unknown;NTReplaceFiles.exe;0;NT Tools
1602;NT Replace Files;1, 0, 1, 1;NTReplaceFiles.exe;242688;NT Tools
2058;Norton Utilities 5.0 Or Prior;Unknown;NU.EXE;0;Symantec Corp.
1588;Netware Tools;Unknown;NWTOOLS.EXE;0;Novell
313;Operation: Clean Streets;Unknown;OCS.EXE;0;Broderbund Software
1622;OCS2Excel;1.0;OCS2Excel.exe;460629;OCSInventory
1624;Open Computers and Softwares Inventory Agent;2, 0, 0, 8;OCSInventory.exe;385024;OCSInventory
1623;Open Computers and Softwares Inventory Agent;2, 0, 0, 8;OCSInventoryCSV.exe;344064;OCSInventory
1625;Open Computers and Softwares Inventory Manager;2, 0, 0, 8;OCSInventoryManager.exe;1085440;OCSInventory
2132;Gator Client Application;3.3.0.5;Offers.exe;200767;The Gator Corporation
1739;One Key Calculator;Unknown;OKCALC.EXE;0;Power Up Software
1626;Olympus Camedia;Unknown;Olympus Camedia.exe;0;Olympus
338;OmniPage;Unknown;omnipage.exe;0;Caere Corp.
1617;O&O Defrag 2000;Unknown;OOD2000.exe;0;O&O Software GmbH
1628;oooaplcard.exe;Unknown;oooaplcard.exe;36864;OpenOffice
1629;oooapllabel.exe;Unknown;oooapllabel.exe;36864;OpenOffice
1945;Open Office Calculator;Unknown;ooocalc.exe;0;SourceForge
1630;ooocalc.exe;Unknown;ooocalc.exe;36864;OpenOffice
1637;Open Office Calculator;Unknown;ooocalc.exe;36864;OpenOffice
1631;ooodraw.exe;Unknown;ooodraw.exe;36864;OpenOffice
1632;oooglobal.exe;Unknown;oooglobal.exe;36864;OpenOffice
1633;oooimpress.exe;Unknown;oooimpress.exe;36864;OpenOffice
1946;Open Office Math;Unknown;ooomath.exe;0;SourceForge
1634;ooomath.exe;Unknown;ooomath.exe;36864;OpenOffice
1635;oooweb.exe;Unknown;oooweb.exe;36864;OpenOffice
1636;ooowriter.exe;Unknown;ooowriter.exe;36864;OpenOffice
1638;Open Office Writer;Unknown;ooowriter.exe;36864;OpenOffice
1648;Opera;Unknown;opera.exe;0;Opera Software
673;Optune;Unknown;OPTUNE.EXE;0;Gazelle Systems
233;Org Plus for Windows;Unknown;OPW.EXE;0;Banner Blue
337;Ocraware16;;OPWARE16.EXE;50384;Caere Corp.
342;Ocraware16;;OPWARE16.EXE;50384;Caere Corporation
1953;Orbiter;Unknown;ORBITER.EXE;0;Spectrum Holobyte
232;Org Plus;Unknown;ORG.EXE;0;Banner Blue
754;Lotus Development;Unknown;org32.exe;0;IBM
993;Lotus Organizer;Unknown;org32.exe;0;Lotus Development
991;Lotus Organizer;3.1.0.1;org32.exe;2146304;Lotus Development
1009;Lotus Organizer;3.1.0.1;org32.exe;2146304;Lotus Development Corporation
759;Lotus Organizer;Unknown;ORGANIZE.EXE;0;IBM
992;Lotus Organizer;Unknown;ORGANIZE.EXE;0;Lotus Development
244;Organizer;Unknown;ORGMAIN.EXE;0;Best Programs
129;On The Line;Unknown;OTL.EXE;0;American Institute Of Architects
343;OnTime for DOS;Unknown;OTLOADA.COM;0;Campbell Services
641;Dxf Translter;Unknown;OTTO.EXE;0;Foresight Resources Corp.
642;Extended Memory;Unknown;OTTOP.EXE;0;Foresight Resources Corp.
344;OnTime for Windows;Unknown;OTWIN.EXE;0;Campbell Services
1335;Outlook;Unknown;outlook.exe;0;Microsoft
1328;Outlook;11.0 or 2003;outlook.exe;196152;Microsoft
1333;Outlook;97 SR2;outlook.exe;25872;Microsoft
1334;Outlook;98;outlook.exe;36112;Microsoft
1329;Outlook;8.02;OUTLOOK.EXE;36864;Microsoft
1324;Outlook;10.0 or XP;outlook.exe;46496;Microsoft
1325;Outlook;10.0 or XP SR2;outlook.exe;47432;Microsoft
1326;Outlook;10.0 or XP SR2;outlook.exe;47688;Microsoft
1327;Outlook;10.0.6626;OUTLOOK.EXE;47816;Microsoft
1330;Outlook;9.0 or 2000;outlook.exe;57393;Microsoft
1332;Outlook;9.0 or 2000 SR1;outlook.exe;57393;Microsoft
1331;Outlook;9.0 or 2000 SP3;outlook.exe;61490;Microsoft
76;Outpost Firewall main module;Unknown;outpost.exe;0;Agnitum Ltd.
75;Outpost Firewall main module;1.0.228;outpost.exe;78848;Agnitum Ltd.
863;Outrun;Unknown;OUTRUN.EXE;0;International Development Group
1665;OZCIS;Unknown;OZCIS.EXE;0;Ozarks West Software
1754;Project Plan/Win;Unknown;p3.exe;0;Primavera Systems
1756;Project Plan/Win;Unknown;P3.EXE;0;Primavera Systems Inc.
1752;Parade;Unknown;P3EVSCR.EXE;0;Primavera Systems
1753;Primavera Project Planner;Unknown;P3REP.EXE;0;Primavera Systems
1718;Polaris Packrat 1.0;Unknown;PACKRAT.EXE;0;Polaris Software
1719;Polaris Packrat 2.0;Unknown;PACKRAT2.EXE;0;Polaris Software
1017;Pacioli 2000;Unknown;PACRUN.EXE;0;M USA Business Systems
2096;Paging File and Registry Defragmenter;Unknown;pagedfrg.exe;0;SysInternals
2095;Paging File and Registry Defragmenter;2.21;pagedfrg.exe;102400;SysInternals
2094;Paging File and Registry Defragmenter;2.01;pagedfrg.exe;73728;SysInternals
64;PageMill Application;2, 0, 0, 0;PageMill.exe;2124288;Adobe
1349;Pageview;Unknown;PAGEVIEW.EXE;0;Microsoft
1673;Palm Desktop Application;Unknown;palm.exe;0;Palm
2293;PAL NT;;palnt.exe;0;WorldCom
775;Planning Assistant;Unknown;PALOGO.COM;0;IBM Corporation
2254;PaperPort;Unknown;paprport.exe;0;Visioneer, Inc.
285;Paradox;Unknown;PARADOX.EXE;0;Borland/Inprise
283;Paradox;3.0;PARADOX3.EXE;0;Borland/Inprise
286;Paradox 3.0;Unknown;PARADOX3.EXE;0;Borland/Inprise
1981;Parc;;parc.exe;37376;STEF-TFE
1350;Pascal;Unknown;PAS1.EXE;0;Microsoft
2196;Pathfinder;Unknown;PATHFIND.EXE;0;True Basic
1848;Payrite for Windows - PAYMENU;1997.01r14;Payrite.exe;540672;Rutherford Webb plc
2025;PowerBuilder;3.0;pbo30.exe;0;Sybase Corp.
2026;PowerBuilder;4.0;pbo40.exe;0;Sybase Corp.
2027;PowerBuilder;5.0;pbo50.exe;0;Sybase Corp.
359;PC Tools Deluxe;Unknown;PCBACKUP.EXE;0;Central Point Software
2177;OfficeScan NT;Unknown;pccnt.exe;0;Trend
2181;OfficeScan NT;Unknown;pccnt.exe;0;Trend Micro
2178;OfficeScan Win95/98;Unknown;pccwin97.exe;0;Trend
2182;OfficeScan Win95/98;Unknown;pccwin97.exe;0;Trend Micro
591;eFax Filing Central;Unknown;pcf.exe;0;eFax.com
1685;PC Globe;Unknown;PCGLOBE.EXE;0;PC Globe
328;PC Hookup;Unknown;PCH.EXE;0;Brown Bag Software
1494;PC-kwik Keyboard Acc.;Unknown;PCKKEY.COM;0;Multisoft Corporation
1495;PC-kwik Power Disk;Unknown;PCKPDISK.EXE;0;Multisoft Corporation
1496;PC-kwik Ram Disk;Unknown;PCKRAMD.SYS;0;Multisoft Corporation
1497;PC-kwik Screen Accelerator;Unknown;PCKSCRN.COM;0;Multisoft Corporation
1498;PC-kwik Spooler;Unknown;PCKSPL.COM;0;Multisoft Corporation
1499;Standard PC-kwik;Unknown;PCKWIK.COM;0;Multisoft Corporation
395;Personal Developer;Unknown;pclarion.exe;0;Clarion
449;PC Macnet;Unknown;PCMACNET.EXE;0;Connect
1692;Perfect Complement;Unknown;PCMAIN.EXE;0;Perfect Complement Corp.
1686;PC Nations;Unknown;PCNATION.EXE;0;PC Globe
536;Procomm Plus Network;Unknown;PCOMNET.EXE;0;Datastorm Technologies
334;P.C. Plot;Unknown;PCPLOT3.COM;0;Bv Engineering Software
535;Procomm Plus;Unknown;PCPLUS.EXE;0;Datastorm Technologies
936;PCProbe;Unknown;PCPROBE.EXE;0;Landmark Software
1800;PC/Remote;Unknown;PCRASYNC.COM;0;Rational Data Systems
701;Partners Cribbage;Unknown;PCRIB.EXE;0;Great Game Products
358;PC Tools;Unknown;PCTOOLS.EXE;0;Central Point Software
1687;PC Usa;Unknown;PCUSA.EXE;0;PC Globe
676;PCx Programmers Toolkit;Unknown;PCXSHOW.EXE;0;Genus Microprogramming
1689;WinMaster;Unknown;PDISKW.EXE;0;PC-Kwik
287;Paradox 386;Unknown;PDOX386.EXE;0;Borland/Inprise
290;Paradox OS/2;Unknown;PDOXOS2.EXE;0;Borland/Inprise
289;Paradox for Windows;Unknown;PDOXWIN.EXE;0;Borland/Inprise
15;pDRAW32;1.0 rev 1.1.50;pdraw32.exe;785920;Acaclone Software
284;Paradox;7;PDXWIN32.EXE;0;Borland/Inprise
288;Paradox 7;Unknown;PDXWIN32.EXE;0;Borland/Inprise
770;IBM Personal Editor II;Unknown;PE2.EXE;0;IBM Corporation
462;Peabody;Unknown;PEABODY.EXE;0;Copia International
1690;Accounting for Windows;Unknown;PEACHW.EXE;0;Peachtree Software
1766;SIMPLY PERSONNEL;Unknown;Per.exe;0;Propath Software Ltd.
1893;Simply Personnel;Unknown;Per.exe;0;Simply Personnel
1765;SIMPLY PERSONNEL;5, 0, 0, 0;Per.exe;3762176;Propath Software Ltd.
415;Performance Monitor;2.2.0.1;PerformanceMonitor.exe;940032;CommSoft Group Ltd.
25;Perl Command Line Interpreter;5,2,1,0;perl.exe;49664;ActiveState Tool Corp.
2226;PERL;5.003;perlglob.exe;30208;Unknown
544;Perfect Resume;Unknown;PERMAIN.EXE;0;Davidson & Associates
554;Perform;Unknown;PERPRINT.EXE;0;Delrina Technology
2162;Personal Office;Unknown;PERS.EXE;0;Top Ten Software
2161;Tiny Personal Firewall Engine;Unknown;PERSFW.EXE;0;Tiny Software
2160;Tiny Personal Firewall Engine;2, 0, 15, 0;persfw.exe;421888;Tiny Software
1902;Fancy Font;Unknown;PFONT.EXE;0;Softcraft
1936;Professional File;Unknown;PFRT.EXE;0;Software Publishing Corp.
844;Package For The Web;Unknown;pftwwiz.exe;0;InstallShield
843;Package For The Web;2.04;pftwwiz.exe;1426432;InstallShield
2157;Tiny Personal Firewall Administration;Unknown;PFWADMIN.exe;0;Tiny Software
2159;Tiny Personal Firewall Console;Unknown;PFWADMIN.exe;0;Tiny Software
2158;Tiny Personal Firewall Console;2, 0, 15, 0;pfwadmin.exe;475136;Tiny Software
1552;PGP Key Manager Application;Unknown;PGPKeys.exe;0;Network Associates
1557;PGP Key Manager Application;Unknown;PGPKeys.exe;0;Network Associates Technology, Inc.
1706;PGP Encryption;Unknown;PGPKEYS.EXE;0;PGP
1551;PGP Key Manager Application;6.5.1 Int.;PGPkeys.exe;360448;Network Associates
1556;PGP Key Manager Application;6.5.1 Int.;PGPkeys.exe;360448;Network Associates Technology, Inc.
1994;Phonics Plus;Unknown;PHONICS.BAT;0;Stone & Associates
666;Proxy Host;Unknown;PHOST.EXE;0;Funk Software
1353;PhotoDraw;Unknown;photodrw.exe;0;Microsoft
1352;PhotoDraw;2000;photodrw.exe;1421584;Microsoft
1351;PhotoDraw;2.0.0.1129;photodrw.exe;1552435;Microsoft
1708;PhotoEnhancer Plus;3.1;PHOTOEN3.EXE;1391360;PictureWorks Technology, Inc.
70;Photoshop Album 2.0 Starter Edition;2.0.0.0;PhotoshopAlbum.exe;7323648;Adobe
69;Photoshop;Unknown;photoshp.exe;0;Adobe
67;Photoshop;6.0;photoshp.exe;13828096;Adobe
68;Photoshop;7.0;photoshp.exe;15900672;Adobe
65;Photoshop;5.0;photoshp.exe;5687296;Adobe
66;Photoshop;5.5;Photoshp.exe;6034432;Adobe
2227;PHP Interpreter;Unknown;php.exe;0;Unknown
1707;Php;4.2.0;php.exe;20480;Php
588;Picture Easy Software v3.0;3, 0, 2, 0;Picture Easy 3.exe;5392896;Eastman Kodak Company
1993;Memory Master;Unknown;PICTURE.EXE;0;Stone & Associates
141;PictureViewer;Unknown;PictureViewer.exe;0;Apple Computer, Inc.
138;PictureViewer;3.0;PictureViewer.exe;154624;Apple Computer, Inc.
140;PictureViewer;6.5.1;PictureViewer.exe;298496;Apple Computer, Inc.
139;PictureViewer;6.5;PictureViewer.exe;597504;Apple Computer, Inc.
387;3D Pinball;Unknown;pinball.exe;0;Cinematronics
385;3D Pinball;5.1.2600.0 (xpclient.010817-1148);PINBALL.EXE;272896;Cinematronics
386;3D Pinball;5.1.2600.2149 (xpsp_sp2_rc2.040610-1520);pinball.exe;281088;Cinematronics
384;3D Pinball;5.00.2134.1;PINBALL.EXE;302352;Cinematronics
383;3D Pinball;4.90.3000.1;PINBALL.EXE;310544;Cinematronics
1645;pkgchk.exe;Unknown;pkgchk.exe;20548;OpenOffice
339;PageKeeper;Unknown;pkscan.exe;0;Caere Corp.
1709;pkunzip;Unknown;pkunzip.exe;0;PKWARE, Inc.
1712;pkzip;Unknown;pkzip.exe;0;PKWARE, Inc.
1713;Pkzip.exe;2.50 - DOS;Pkzip.exe;339456;PKWARE, Inc.
1711;pkzip;25;PKZIP25.EXE;339456;PKWARE, Inc.
1710;pkzip;25;pkzip25.exe;429568;PKWARE, Inc.
1714;pkzip25.exe;2.5;pkzip25.exe;429568;PKWARE, Inc.
1715;pkzip25.exe;25;pkzip25.exe;429568;PKWARE, Inc.
1716;Pkzipfix.exe;Unknown;Pkzipfix.exe;0;PKWARE, Inc.
1937;Professional Plan;Unknown;PL.EXE;0;Software Publishing Corp.
1935;Pfs: Plan;Unknown;PLAN.COM;0;Software Publishing Corp.
1597;PlanPerfect;Unknown;PLANHELP.FIL;0;Novell Apps Group
643;Planix Office;Unknown;PLANIX.EXE;0;Foresight Resources Corp.
1725;Action Planner;Unknown;PLANNER.EXE;0;Power Up Software
1654;SQL*Plus;7;plus33.exe;0;Oracle
1653;SQL*Plus;3.3.4.0.0;PLUS33W.EXE;314368;Oracle
1658;SQL*Plus;Unknown;PLUS80W.EXE;0;Oracle
1656;SQL*Plus;8.0.5;PLUS80W.EXE;481280;Oracle
92;PageMaker;4.0;pm4.exe;0;Aldus Corp.
93;PageMaker;5.0;pm5.exe;0;Aldus Corp.
61;Pagemaker;6.0;pm6.exe;0;Adobe
94;PageMaker;6.0;pm6.exe;0;Aldus Corp.
62;Pagemaker;6.5;pm65.exe;0;Adobe
95;PageMaker;6.5;pm65.exe;0;Aldus Corp.
63;Pagemaker;7.0;pm70.exe;0;Adobe
